서울특별시,동대문구,한식,왕산골만두(그시절 그맛),,"서울특별시 동대문구 고산자로38길 25 (제기동, 경동시장 다-11)",꽈배기,500,도너츠,500.1,ChIJ8cfiHKi8fDURaT_pZUF63cM,[],[],[],37.5801752,127.0398811
서울특별시,서대문구,한식,따뜻한밥상 홍제,,"서울특별시 서대문구 통일로40길 9, 2층(홍제동)",김치찌개,3000,계란후라이,500.0,ChIJk1PtCdyZfDURvA505HRZxgQ,"[{'open': {'day': 1, 'hour': 10, 'minute': 30}, 'close': {'day': 1, 'hour': 14, 'minute': 30}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 30}, 'close': {'day': 2, 'hour': 14, 'minute': 30}}, {'open': {'day': 2, 'hour': 17, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 30}, 'close': {'day': 3, 'hour': 14, 'minute': 30}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 30}, 'close': {'day': 4, 'hour': 14, 'minute': 30}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 30}, 'close': {'day': 5, 'hour': 14, 'minute': 30}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 30}, 'close': {'day': 6, 'hour': 15, 'minute': 0}}]","['월요일: 10:30AM–2:30PM, 5:00–8:00PM', '화요일: 10:30AM–2:30PM, 5:00–8:00PM', '수요일: 10:30AM–2:30PM, 5:00–8:00PM', '목요일: 10:30AM–2:30PM, 5:00–8:00PM', '금요일: 10:30AM–2:30PM, 5:00–8:00PM', '토요일: 10:30AM–3:00PM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJk1PtCdyZfDURvA505HRZxgQ_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJk1PtCdyZfDURvA505HRZxgQ_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJk1PtCdyZfDURvA505HRZxgQ_3.jpg",37.5903353,126.9432858
충청남도,당진시,한식,분식에빠진날,041-354-0501,충청남도 당진시 송악읍 송악로 665,떡만둣국,8000,떡꼬치,700.0,ChIJSUFKfoECezURBg7UW30ev0A,[],[],"https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSUFKfoECezURBg7UW30ev0A_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSUFKfoECezURBg7UW30ev0A_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJSUFKfoECezURBg7UW30ev0A_3.jpg",36.9390967,126.7441815
경기도,포천시,한식,맛있는 빵을 굽는 사람들,031-531-6094,경기도 포천시 원앙로 13 (신읍동),소보로빵,800,크림빵,800.0,ChIJ29i3uKLWfDURZotcJ51BVZ0,[],[],,37.8983502,127.2008386
경기도,하남시,한식,신바람떡볶이,031-794-0455,"경기도 하남시 미사강변대로 208, 112호",떡볶이,3500,어묵,800.0,ChIJ30EwGhSxfDURWnV6uAF5fNQ,"[{'open': {'day': 1, 'hour': 14, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 30}}, {'open': {'day': 2, 'hour': 14, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 30}}, {'open': {'day': 3, 'hour': 14, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 30}}, {'open': {'day': 4, 'hour': 14, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 30}}, {'open': {'day': 5, 'hour': 14, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 30}}, {'open': {'day': 6, 'hour': 10, 'minute': 30}, 'close': {'day': 6, 'hour': 20, 'minute': 30}}]","['월요일: 2:00–8:30PM', '화요일: 2:00–8:30PM', '수요일: 2:00–8:30PM', '목요일: 2:00–8:30PM', '금요일: 2:00–8:30PM', '토요일: 10:30AM–8:30PM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ30EwGhSxfDURWnV6uAF5fNQ_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ30EwGhSxfDURWnV6uAF5fNQ_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ30EwGhSxfDURWnV6uAF5fNQ_3.jpg",37.5682607,127.1850022
경기도,안성시,한식,영스분식,0507-1462-0382,경기도 안성시 장기로74번길 48 (신흥동) 1층,김밥,3500,제육덮밥,800.0,ChIJN8rt0x01ezURo-1ip795eBs,"[{'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 30}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 30}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 30}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 30}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 19, 'minute': 30}}]","['월요일: 9:00AM–7:30PM', '화요일: 9:00AM–7:30PM', '수요일: 9:00AM–7:30PM', '목요일: 9:00AM–7:30PM', '금요일: 9:00AM–7:30PM', '토요일: 9:00AM–7:30PM', '일요일: 휴무일']",,37.0020674,127.2704781
부산광역시,남구,한식,쌍둥이네 보리밥,051-622-6188,부산광역시 남구 용호로90번길 13-4(용호동),보리밥,8000,오징어볶음,850.0,ChIJ4-2wPVXsaDURsnyL5zMEwWg,[],[],"https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ4-2wPVXsaDURsnyL5zMEwWg_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ4-2wPVXsaDURsnyL5zMEwWg_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJ4-2wPVXsaDURsnyL5zMEwWg_3.jpg",35.1240934,129.1115429
경기도,포천시,한식,빵굽는 마을,031-532-4217,경기도 포천시 내촌면 내촌로 55,소보로빵,1000,팥빵,1000.0,ChIJReBQwu7NfDURZjjv1XZdjoY,"[{'open': {'day': 0, 'hour': 10, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 10, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['월요일: 10:00AM–10:00PM', '화요일: 10:00AM–10:00PM', '수요일: 10:00AM–10:00PM', '목요일: 10:00AM–10:00PM', '금요일: 10:00AM–10:00PM', '토요일: 10:00AM–10:00PM', '일요일: 10:00AM–10:00PM']",,37.7852466,127.2265321
대구광역시,중구,한식,제일분식,053-256-6630,대구광역시 중구 남산로2길 26,김밥,2000,떡볶이,1000.0,ChIJxfPhGprjZTURhPXXfBQxMUc,"[{'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 30}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 30}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 30}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 30}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 30}}]","['월요일: 9:00AM–8:30PM', '화요일: 9:00AM–8:30PM', '수요일: 9:00AM–8:30PM', '목요일: 9:00AM–8:30PM', '금요일: 9:00AM–8:30PM', '토요일: 9:00AM–8:30PM', '일요일: 휴무일']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJxfPhGprjZTURhPXXfBQxMUc_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJxfPhGprjZTURhPXXfBQxMUc_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJxfPhGprjZTURhPXXfBQxMUc_3.jpg",35.8569012,128.5842827
경기도,과천시,한식,만나떡볶이,02-3679-0118,경기도 과천시 별양상가2로 35 (별양동) 1층 118호,컵 떡볶이,2000,튀김,1000.0,ChIJgyF9NABfezURPn3xYGpvOYE,"[{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 11, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 11, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 11, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 11, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 11, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 11, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]","['월요일: 11:00AM–11:00PM', '화요일: 11:00AM–11:00PM', '수요일: 11:00AM–11:00PM', '목요일: 11:00AM–11:00PM', '금요일: 11:00AM–11:00PM', '토요일: 11:00AM–11:00PM', '일요일: 11:00AM–11:00PM']","https://babsim-bucket.s3.amazonaws.com/place_images/ChIJgyF9NABfezURPn3xYGpvOYE_1.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJgyF9NABfezURPn3xYGpvOYE_2.jpg, https://babsim-bucket.s3.amazonaws.com/place_images/ChIJgyF9NABfezURPn3xYGpvOYE_3.jpg",37.4254033,126.9918577
